car name,brand,year,mileage (km),location,transmission,plate type,rear camera,sun roof,auto retract mirror,electric parking brake,map navigator,vehicle stability control,keyless push start,sports mode,360 camera view,power sliding door,auto cruise control,price (Rp),instalment (Rp|Monthly)
SIENTA G 1.5,Toyota,2017,70.529,Depok,Automatic,even plate,1,0,0,0,0,0,0,0,0,1,0,163000000,3320000
SIGRA M 1.0,Daihatsu,2019,18.826,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,109000000,2220000
SIGRA R 1.2,Daihatsu,2022,8.817,Jakarta Pusat,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,136000000,2770000
BRIO SATYA E 1.2,Honda,2016,97.829,Jakarta Pusat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,118000000,2400000
BRIO SATYA E 1.2,Honda,2018,61.043,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,142000000,2890000
2 R 1.5,Mazda,2019,37.929,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,220000000,4480000
AGYA G TRD SPORTIVO 1.2,Toyota,2021,39.599,Jakarta Barat,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,147000000,3000000
GRAND LIVINA HIGHWAY STAR 1.5,Nissan,2015,60.48,Bogor,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,131000000,2670000
X-TRAIL 2.0,Nissan,2016,62.427,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,199000000,4050000
CR-V TURBO PRESTIGE 1.5,Honda,2018,84.641,Jakarta Selatan,Automatic,odd plate,0,1,0,0,0,0,0,0,0,0,0,382000000,7780000
AVANZA G 1.3,Toyota,2014,104.117,Bekasi,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
3 20I (CKD) 2.0,BMW,2019,47.554,Jakarta Selatan,Automatic,even plate,0,0,0,0,1,0,0,1,0,0,0,446000000,9090000
MARCH 1.5,Nissan,2015,37.414,Jakarta Utara,Manual,even plate,0,0,1,0,0,0,1,0,0,0,0,113000000,2300000
CARRY PICK UP 1.5,Suzuki,2021,12.191,Bekasi,Manual,odd plate,1,0,0,0,0,0,0,0,0,0,0,118000000,2400000
AGYA G 1.0,Toyota,2015,57.783,Bandung,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,100000000,2040000
IGNIS GX 1.2,Suzuki,2019,20.613,Jakarta Utara,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,145000000,2950000
SIGRA R STD 1.2,Daihatsu,2019,40.938,Jakarta Barat,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
KIJANG INNOVA REBORN G 2.0,Toyota,2019,44.322,Bogor,Automatic,odd plate,1,0,0,0,0,0,0,1,0,0,0,278000000,5660000
MARCH 1.2,Nissan,2016,72.14,Jakarta Barat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,101000000,2060000
BRIO E 1.3,Honda,2012,88.614,Jakarta Pusat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,102000000,2080000
SIGRA R STD 1.2,Daihatsu,2018,12.934,Bekasi,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,117000000,2380000
XPANDER ULTIMATE 1.5,Mitsubishi,2019,51.777,Jakarta Barat,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,222000000,4520000
AVANZA G 1.3,Toyota,2011,66.609,Tangerang Selatan,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,100000000,2040000
BRIO RS 1.2,Honda,2016,40.559,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,142000000,2890000
BRIO RS 1.2,Honda,2018,54.763,Bekasi,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,155000000,3160000
MOBILIO E 1.5,Honda,2017,93.915,Jakarta Utara,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,159000000,3240000
RUSH S TRD SPORTIVO 1.5,Toyota,2019,39.522,Bogor,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,224000000,4560000
SIENTA Q 1.5,Toyota,2017,66.91,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,0,0,0,0,1,0,191000000,3890000
SIGRA R DLX 1.2,Daihatsu,2017,58.351,Depok,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
XL7 ZETA GL 1.5,Suzuki,2020,35.449,Jakarta Utara,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,192000000,3910000
BRIO SATYA E 1.2,Honda,2020,19.331,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,165000000,3360000
RUSH S TRD SPORTIVO 1.5,Toyota,2018,81.269,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,210000000,4280000
CARRY PICK UP 1.5,Suzuki,2022,14.081,Depok,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,110000000,2240000
IGNIS GX 1.2,Suzuki,2017,81.783,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,131000000,2670000
2 GT 1.5,Mazda,2016,53.27,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,184000000,3750000
XL7 ALPHA 1.5,Suzuki,2020,52.96,Jakarta Timur,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,218000000,4440000
LIVINA VL 1.5,Nissan,2019,39.145,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,202000000,4120000
FREED S 1.5,Honda,2013,91.567,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,158000000,3220000
AGYA G 1.2,Toyota,2018,60.588,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
AVANZA VELOZ 1.5,Toyota,2020,50.137,Bogor,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,204000000,4160000
RAIZE GR SPORT TSS 1.0,Toyota,2021,32.288,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,234000000,4770000
AGYA G TRD 1.2,Toyota,2019,26.474,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,136000000,2770000
STARGAZER PRIME 1.5,Hyundai,2022,2.651,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,246000000,5010000
CALYA G 1.2,Toyota,2017,34.349,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,116000000,2360000
XENIA R SPORTY 1.3,Daihatsu,2017,90.74,Bogor,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,149000000,3040000
